num_step,seed_5,seed_10,seed_15,seed_20,seed_25
1,0.5221703340066597,0.49583079101284966,0.5069369999982882,0.5131225420045666,0.5426518339954782
2,0.513875165983336,0.5015192079881672,0.44858937500976026,0.4877366249857005,0.5097392500028946
3,0.5089523750066292,0.5033042499853764,0.45319879200542346,0.4904814999899827,0.5015148330130614
4,0.22611233300995082,0.6068309999827761,0.520484500011662,0.5233420830045361,0.5961961659777444
5,0.5304820830060635,0.5463939999754075,0.5076169579988346,0.5401617499883287,0.5432728330197278
6,0.3004986660089344,0.5309142079786398,0.4592186249792576,0.5187827500049025,0.5362916250014678
7,0.5031082920031622,0.519117957999697,0.48655679199146107,0.5302478749945294,0.2640410829917528
8,0.5185739999869838,0.5031662920082454,0.5814922499994282,0.5261506660026498,0.5247586669865996
9,0.5248869159840979,0.5057220000016969,0.26946283399593085,0.4730096669809427,0.5218497080204543
10,0.559426166000776,0.4495412920077797,0.05264208299922757,0.4908078750013374,0.5324353750038426
11,0.5572017500235233,0.4979980420030188,0.5182417079922743,0.14378879198920913,0.5373939159908332
12,0.5035408340045251,0.27234166700509377,0.49931416698382236,0.5131898339895997,0.5543641670083161
13,0.5202342080010567,0.5136745839845389,0.45525791597901843,0.5201003330003005,0.5134250829869416
14,0.4661696669936646,0.5149042920093052,0.5217204999935348,0.6517394169932231,0.5295923330122605
15,0.5268163750006352,0.5225629999767989,0.5026392919826321,0.5150527090008836,0.5313319169799797
16,0.4612487909907941,0.5945434590103105,0.49405937499250285,0.5134034160000738,0.5719723750080448
17,0.512595667009009,0.5499632919963915,0.533243791986024,0.49970720897545107,0.5047880829952192
18,0.5143197909928858,0.5031854580156505,0.5330010000034235,0.48326400000951253,0.5251357090019155
19,0.4233903749845922,0.49040124999010004,0.5032257499988191,0.5005342910008039,0.5124353329883888
20,0.45364762502140366,0.45767654199153185,0.5071737920225132,0.5037255409988575,0.516352291975636
21,0.5084931669989601,0.5161729590035975,0.5131225000077393,0.5145358750014566,0.5266383329872042
